3,1021.5548064153642,1848,2120,1976.2997,52.667115735627625
3,1021.5548064153642,1850,2116,1975.7582,52.940756820808396
4,993.8382031405288,1893,2117,1996.3326,42.5315268623175
4,992.4573243350536,1881,2116,1995.8615,43.58217660638344
5,1012.2482032594393,1882,2136,1984.9627,48.36844951732535
5,1008.8781275221953,1882,2142,1984.9178,48.52542058715218
6,1010.2030508132135,1885,2098,1990.8619,43.83832602175828
6,1005.6315366049879,1867,2105,1990.9718,44.39199257478751
7,1025.6410256410256,1670,2140,1954.4763,97.15244432493814
7,1021.5548064153642,1668,2129,1954.8404,96.6507916565602
8,1056.859015007398,1433,2150,1880.5327,166.07084491478398
8,1058.0890911014708,1437,2137,1880.0438,166.400546518212
9,1024.9051962693452,1685,2158,1964.6742,97.9098220525394
9,1024.5901639344263,1687,2154,1965.3412,97.05970318602857
10,1012.4531740407007,1859,2116,1972.5354,50.66777029670811
10,1011.0201193003741,1859,2108,1972.9528,50.619768590542
11,1022.3903486351089,1658,2167,1963.1242,116.56382532484069
11,1020.512297173181,1672,2157,1962.9863,115.91017001242832
12,1009.1835704914724,1812,2179,1976.4352,72.04319399471393
12,1008.3694665725521,1801,2185,1976.6898,72.44712952188004
13,997.9044007584073,1885,2144,2005.0376,50.48719229903756
13,996.01593625498,1889,2147,2004.975,50.10875946379151
14,990.4912836767037,1896,2147,2009.0034,44.97084598314758
14,993.8382031405288,1899,2158,2009.0499,44.34496375001419
15,1091.3456291607552,1356,2170,1847.3399,202.01945492449508
15,1091.1074740861975,1353,2171,1847.7282,202.86917637916383
16,985.9988168014198,1923,2140,2021.997,43.36008292196826
16,985.9988168014198,1890,2148,2021.1894,43.731596445133285
17,1101.0790574763269,1347,2089,1819.2053,220.46977015434612
17,1099.2634934593823,1356,2081,1818.8464,219.69140312502105
18,1004.9241282283188,1881,2123,1996.1272,46.420123008885874
18,1001.001001001001,1860,2122,1996.2714,46.06974432357967
19,1007.252215954875,1720,2180,2007.7536,80.73855019159049
19,1008.5728693898134,1698,2191,2007.4465,82.29155568920778
20,986.4851533984413,1704,2147,1996.7294,78.71338498400411
20,985.4158454867954,1703,2149,1997.2806,79.48280734624258
21,1066.3254425250586,1534,2131,1896.5544,145.22098691525338
21,1063.7166258908626,1529,2120,1896.4867,144.85779379484546
22,990.3931860948796,1776,2131,2003.57,55.72208873005429
22,990.3931860948796,1776,2131,2003.57,55.07611732865635
23,994.5300845350572,1871,2138,2014.23,45.554149097530356
23,994.0357852882704,1883,2142,2014.1232,44.74377522918677
24,1029.9721907508497,1780,2147,1981.0048,51.32733557238302
24,1029.336078229542,1775,2148,1982.6868,50.60638008947109
25,1026.7994660642776,1494,2216,1906.4963,175.17277010514607
25,1027.749229188078,1512,2213,1905.8473,176.0976915882496
26,974.4689144416293,1924,2180,2054.5833,49.678575473839246
26,971.8172983479105,1921,2191,2055.1635,49.80684057185348
27,1073.998496402105,1323,2154,1909.6308,214.0142478699956
27,1075.6157900397977,1324,2154,1909.5479,213.95987919605358
28,1032.9511414110113,1462,2148,1890.1328,196.4563283891872
28,1032.3113451016827,1451,2144,1890.1663,197.29817749870466
29,985.2216748768473,1922,2145,2022.5215,43.1160937209066
29,985.2216748768473,1918,2132,2022.3339,43.606811518271094
30,1149.4252873563219,1357,2107,1750.5154,246.03613466895328
30,1148.2374555057986,1373,2104,1750.7144,246.416887880354
31,993.2459276916965,1933,2138,2021.6474,40.61923772352175
31,991.47332936744,1931,2135,2022.0776,40.44949663765903
32,995.4210631096954,1913,2138,1999.6995,46.82758161329739
32,992.950054612253,1904,2133,1999.4156,47.39501109441838
