3,872.6003490401396,2106,2572,2334.0612,151.68488472672533
3,879.5848359574281,1857,2908,2308.8142,177.50119739979507
4,938.8789784996713,2017,2243,2132.0759,17.66031537628925
4,939.3199323689648,2014,2245,2130.877,17.54940657116347
5,938.2623381497467,2040,2226,2134.7067,32.53979832620333
5,939.9379640943698,2041,2220,2133.8384,33.10936854486915
6,945.5370650529501,2059,2159,2110.9285,19.54152982112724
6,944.6438692612885,2061,2153,2112.7364,20.563392595581004
7,942.8625306430323,2045,2211,2125.8871,18.49169417846845
7,943.4852344560808,2045,2211,2124.2257,18.015597672849914
8,967.4922600619195,1766,2199,2063.3007,106.17202022901394
8,967.1179883945841,1766,2198,2064.6937,106.79066757123375
9,946.521533364884,2055,2173,2113.9848,13.758138281031936
9,947.3285335354301,2055,2173,2112.9368,12.863397908795383
10,943.3072351664937,2067,2190,2118.5688,32.421006563031085
10,944.4654325651682,2067,2200,2119.8569,33.22901175765038
11,942.0631182289213,2079,2204,2127.2493,17.939864813035683
11,940.0263207369807,2080,2160,2124.9852,17.583338163158338
12,979.3360101850946,1712,2196,2056.5153,131.18387311674505
12,978.6651008025054,1713,2195,2044.4732,135.24675701014039
13,936.8559115608019,1821,2183,2117.933,56.456141481685336
13,939.0553103577801,2022,2184,2131.5168,17.439017109917497
14,934.2301943198804,2092,2226,2142.4371,33.27714296014585
14,933.6196433572962,2092,2226,2141.796,33.04270545823869
15,935.3661958656814,2068,2153,2136.0534,7.941470168677806
15,928.24654228163,2068,2215,2138.6244,12.12737088737688
16,820.1427048306406,2133,2554,2413.8408,90.2203272847089
16,829.1873963515754,2209,2556,2425.6831,67.07367646394472
17,903.179190751445,1761,2492,2212.718,251.7699971720235
17,892.0606601248885,1749,2483,2215.2531,253.16121551373155
18,862.8872206402623,1816,2567,2303.0892,188.22062438362315
18,860.4371020478403,1816,2633,2312.0536,196.49522672838708
19,821.0854749979472,2123,2633,2441.2971,121.15177601500481
19,823.1130134167421,2123,2621,2438.8259,119.20371046737537
20,804.1170794467674,2401,2612,2490.8834,51.04041932076952
20,802.8259473346178,2401,2611,2488.1685,50.61927209818442
21,803.6647110825363,2398,2617,2497.6766,39.0188545762172
21,806.9071249899137,2330,2612,2492.3984,45.91675159938896
22,858.5901948999742,1729,2564,2320.5206,239.30722508031386
22,855.3588230262595,1728,2566,2326.3022,242.18597538907636
23,810.5698305909054,2378,2589,2479.4137,45.10939095476679
23,811.2273870365864,2377,2589,2473.7609,48.845289754386826
24,805.1529790660226,2377,2600,2481.1456,49.75942725393829
24,806.1265618702137,2381,2598,2482.9743,47.13480284789588
25,810.3071063933231,2390,2572,2456.7983,45.657391702877376
25,808.7997411840828,2390,2585,2461.4583,46.46701691641071
26,794.0289026520566,2422,2587,2518.8403,35.26451751988112
26,793.7767899666613,2424,2586,2519.829,35.38581296225943
27,807.2979736820861,2339,2572,2476.2209,44.49667743989409
27,809.1269520187717,2340,2572,2475.2004,43.44186505941
28,816.4598301763554,2368,2545,2453.2826,32.66163708756831
28,816.3931749530574,2368,2544,2450.9772,30.28675090134284
29,835.421888053467,2152,2540,2403.6159,94.25604790776009
29,837.7314233056882,2151,2539,2400.3691,93.13622960583068
