3,1567.152483936687,1244,1328,1279.6129,14.922220129390777
3,1567.152483936687,1244,1324,1276.3352,16.257319611793363
4,1544.4015444015445,1224,1353,1286.4909,36.4612083890537
4,1547.5085112968122,1224,1370,1295.442,41.43373065510769
5,1638.5384237260364,983,1370,1267.6211,78.72443416620993
5,1764.2907551164433,820,1368,1178.8609,172.29550067018707
6,1922.3375624759708,728,1283,1001.6967,186.02726442408905
6,1767.4089784376104,724,1283,1082.1879,196.88904081636824
7,1596.4240102171136,1183,1351,1258.1421,17.251907360927053
7,1591.5963711602737,1183,1350,1255.8585,16.89648122391157
8,1825.4837531945966,780,1450,1126.307,200.83425542222565
8,1970.4433497536945,781,1448,1051.8836,206.98072193090758
9,1698.9466530750935,846,1314,1149.2284,156.26398060154492
9,1601.024655779699,892,1313,1218.5327,84.34126114014424
10,1599.2323684631376,1205,1285,1251.6267,18.48027995215467
10,1597.9546180888462,1214,1310,1252.6824,18.55739556726649
11,1568.1354869060688,1182,1354,1266.719,39.56146153771334
11,1564.210855623338,1179,1353,1274.3868,36.179811853573895
12,1572.8216420257943,1218,1348,1275.14,28.052105090349308
12,1558.1177937052041,1226,1347,1279.5338,29.222612093377233
13,1587.3015873015872,1205,1327,1266.1173,23.520525944587245
13,1601.024655779699,1204,1326,1253.5676,20.64887479355719
14,1560.549313358302,1211,1354,1276.642,33.402482482593996
14,1559.5757953836558,1242,1353,1286.0983,25.54257694732483
15,1593.1177314003505,1172,1333,1257.3812,24.86336836713802
15,1623.3766233766235,1140,1311,1250.377,27.054431633283166
16,1735.5085039916696,808,1297,1153.2989,153.92944344338434
16,1695.2025767079167,809,1297,1158.3514,156.2606185769146
17,1547.029702970297,1238,1401,1271.7505,19.202376148539543
17,1506.4778547755348,1239,1595,1314.5475,92.5759036885406
18,1651.5276630883568,851,1595,1258.1414,184.66743677768454
18,1836.2100624311422,849,1483,1146.2434,181.795960231352
19,1960.7843137254902,848,1359,986.9644,149.98477633626675
19,1781.2611328820806,848,1458,1077.0119,208.25381379074483
20,1561.28024980484,1164,1458,1293.9633,53.68741335834691
20,1586.0428231562253,1164,1385,1265.2521,37.495745699879514
21,1560.3058199407085,1201,1406,1277.5481,39.91160089986404
21,1544.6400988569662,1185,1407,1282.4636,35.665813814351814
22,1562.0118712902217,1184,1344,1277.9679,27.72341374344125
22,1552.553951249806,1245,1427,1291.6756,37.02311392414193
23,1556.420233463035,1204,1429,1283.8951,44.737021536864255
23,1578.0337699226764,1203,1372,1277.7025,33.865096984211455
24,1573.0690577316345,1180,1375,1277.5696,28.695040614015358
24,1554.48468832582,1178,1376,1278.2021,32.94368309084483
25,1573.0690577316345,1170,1347,1270.6929,31.772437577088738
25,1648.2610845557936,1052,1346,1250.931,44.90262619268506
26,1887.1485185884128,839,1263,1061.4576,143.33833402910707
26,1818.1818181818182,836,1260,1071.1527,151.39861486390814
27,1545.3562046051616,1220,1381,1289.4165,42.90585540168204
27,1526.4845061822623,1220,1381,1302.3752,39.85955625643611
28,1559.332605644784,1184,1359,1288.1247,31.42822218818548
28,1572.079861656972,1199,1357,1276.1204,28.73743384229017
29,1772.7353306151392,842,1409,1120.7525,189.2202611871928
29,1737.0158068438423,842,1409,1139.9005,206.24278750965104
30,1538.6982612709648,1245,1404,1301.7364,44.77037765130032
30,1563.721657544957,1243,1396,1289.2749,36.07385105571605
31,1549.426712116517,1176,1457,1298.2147,46.67238159672185
31,1542.495758136665,1185,1450,1295.6938,48.527217533668505
32,1572.8216420257943,1222,1327,1268.0662,23.9168270796955
32,1582.2784810126582,1231,1358,1269.1109,21.025289562572123
